# This dataset is from an amended subset of
# https://github.com/mwaskom/seaborn-data/blob/master/raw/taxis.csv
Vendor ID,tpep_pickup  datetime,tpep_dropoff datetime,Passenger Count,trip distance,Ratecode ID,store_and_fwd_flag,PU Location ID,DO Location ID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,colour,ehail fee,trip type
2,2019-03-26 10:14:55,2019-03-26 10:26:58,6,1.38,1,N,164,161,1,9.0,0.0,0.5,3.08,0.0,0.3,15.38,2.5,yellow,,
2,2019-03-02 19:08:25,2019-03-02 19:31:42,1,2.42,1,N,125,230,1,15.5,0.0,0.5,3.76,0.0,0.3,22.56,2.5,yellow,,
2,2019-03-15 13:42:03,2019-03-15 13:49:00,1,0.66,1,N,141,141,1,6.0,0.0,0.5,2.79,0.0,0.3,12.09,2.5,yellow,,
1,2019-03-04 13:39:06,2019-03-04 13:58:52,1,3.3,1,N,100,262,2,15.5,2.5,0.5,0.0,0.0,0.3,18.8,2.5,yellow,,
2,2019-03-22 02:22:01,2019-03-22 02:30:21,3,1.22,1,N,48,163,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5,yellow,,
2,2019-03-31 15:43:37,2019-03-31 15:53:39,1,0.55,1,N,48,230,1,7.5,0.0,0.5,1.5,0.0,0.3,12.3,2.5,yellow,,
2,2019-03-27 19:27:17,2019-03-27 19:48:47,1,3.51,1,N,234,236,1,16.5,1.0,0.5,1.0,0.0,0.3,21.8,2.5,yellow,,
2,2019-03-13 07:34:09,2019-03-13 07:38:18,1,1.07,1,N,68,100,1,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5,yellow,,
2,2019-03-12 15:44:53,2019-03-12 16:02:05,1,1.98,1,N,263,238,1,11.5,0.0,0.5,2.96,0.0,0.3,17.76,2.5,yellow,,
1,2019-03-29 08:48:46,2019-03-29 08:56:07,1,1.0,1,N,170,234,1,6.5,2.5,0.5,1.95,0.0,0.3,11.75,2.5,yellow,,
2,2019-03-02 23:05:12,2019-03-02 23:17:34,1,1.85,1,N,48,141,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5,yellow,,
2,2019-03-17 01:28:28,2019-03-17 02:04:54,1,7.95,1,N,90,129,2,30.0,0.5,0.5,0.0,0.0,0.3,33.8,2.5,yellow,,
1,2019-03-09 13:42:08,2019-03-09 13:48:46,1,1.0,1,N,236,162,2,6.5,2.5,0.5,0.0,0.0,0.3,9.8,2.5,yellow,,
1,2019-03-05 15:41:23,2019-03-05 15:46:30,1,0.6,1,N,161,161,1,5.0,2.5,0.5,1.65,0.0,0.3,9.95,2.5,yellow,,
2,2019-03-18 19:57:00,2019-03-18 20:06:22,2,1.57,1,N,43,163,1,8.5,1.0,0.5,1.8,0.0,0.3,14.6,2.5,yellow,,
1,2019-03-17 22:47:36,2019-03-17 22:55:32,1,1.3,1,N,246,158,1,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5,yellow,,
2,2019-03-15 23:46:05,2019-03-15 23:59:52,1,1.47,1,N,162,186,2,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5,yellow,,
1,2019-03-16 18:57:19,2019-03-16 19:00:16,2,0.4,1,N,236,236,2,4.0,2.5,0.5,0.0,0.0,0.3,7.3,2.5,yellow,,
2,2019-03-14 11:55:26,2019-03-14 12:08:32,6,1.84,1,N,75,237,1,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5,yellow,,
1,2019-03-16 21:03:35,2019-03-16 21:21:58,1,2.5,1,N,158,45,1,12.5,3.0,0.5,1.5,0.0,0.3,17.8,2.5,yellow,,
1,2019-03-09 19:54:40,2019-03-09 20:07:27,2,1.5,1,N,107,186,2,9.5,2.5,0.5,0.0,0.0,0.3,12.8,2.5,yellow,,
2,2019-03-03 16:44:20,2019-03-03 16:48:36,1,1.02,1,N,137,224,1,5.0,0.0,0.5,2.08,0.0,0.3,10.38,2.5,yellow,,
1,2019-03-04 20:20:15,2019-03-04 20:24:14,1,0.6,1,Y,166,166,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0.0,yellow,,
1,2019-03-28 22:57:05,2019-03-28 23:16:56,1,4.1,1,N,125,142,2,16.0,3.0,0.5,0.0,0.0,0.3,19.8,2.5,yellow,,
2,2019-03-16 05:08:02,2019-03-16 05:08:20,1,0.07,1,N,7,7,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,yellow,,
2,2019-03-27 22:22:30,2019-03-27 22:41:40,1,5.99,1,N,114,263,1,20.0,0.5,0.5,5.95,0.0,0.3,29.75,2.5,yellow,,
2,2019-03-07 10:39:25,2019-03-07 11:05:01,5,2.55,1,N,161,144,2,16.5,0.0,0.5,0.0,0.0,0.3,19.8,2.5,yellow,,
1,2019-03-11 08:46:09,2019-03-11 08:47:21,1,0.3,1,N,236,236,1,3.0,2.5,0.5,0.95,0.0,0.3,7.25,2.5,yellow,,
1,2019-03-28 07:05:19,2019-03-28 07:41:14,0,10.6,1,N,78,162,1,33.5,0.0,0.5,0.0,5.76,0.3,40.06,0.0,yellow,,
2,2019-03-12 12:02:26,2019-03-12 12:17:00,3,0.66,1,N,229,161,1,9.5,0.0,0.5,1.2,0.0,0.3,14.0,2.5,yellow,,
1,2019-03-06 20:00:28,2019-03-06 20:11:50,3,2.6,1,N,237,238,1,11.0,3.0,0.5,4.4,0.0,0.3,19.2,2.5,yellow,,
1,2019-03-28 21:30:43,2019-03-28 21:42:10,1,1.6,1,N,186,224,1,9.0,3.0,0.5,2.55,0.0,0.3,15.35,2.5,yellow,,
2,2019-03-13 16:11:26,2019-03-13 16:28:42,1,3.21,1,N,88,65,2,13.5,1.0,0.5,0.0,0.0,0.3,17.8,2.5,yellow,,
1,2019-03-04 22:34:00,2019-03-04 22:41:34,1,1.3,1,N,161,237,1,7.5,3.0,0.5,0.5,0.0,0.3,11.8,2.5,yellow,,
